sel ,mut ,s_ppq ,e_ppq ,leng ,chan ,pitch ,vel 
FALSE,FALSE,1958,2225,267,9,48,127
FALSE,FALSE,2916,3191,275,9,48,127
FALSE,FALSE,3881,4159,278,9,47,127
FALSE,FALSE,3896,4159,263,9,48,127
FALSE,FALSE,4811,5064,253,9,48,127
FALSE,FALSE,4813,5064,251,9,47,127
FALSE,FALSE,5774,6029,255,9,48,127
FALSE,FALSE,5832,6122,290,9,47,127
FALSE,FALSE,6727,6993,266,9,47,127
FALSE,FALSE,6740,6993,253,9,48,127
FALSE,FALSE,7664,7942,278,9,48,127
FALSE,FALSE,7732,7995,263,9,47,127
FALSE,FALSE,8650,8910,260,9,47,127
FALSE,FALSE,8654,8910,256,9,48,127
FALSE,FALSE,9582,9872,290,9,48,127
FALSE,FALSE,9671,9917,246,9,47,127
FALSE,FALSE,10555,10832,277,9,48,127
FALSE,FALSE,11492,11743,251,9,48,127
FALSE,FALSE,11580,11835,255,9,47,127
FALSE,FALSE,12419,12705,286,9,48,127
FALSE,FALSE,13371,13619,248,9,48,127
FALSE,FALSE,13434,13705,271,9,47,125
FALSE,FALSE,14307,14577,270,9,48,127
FALSE,FALSE,14384,14622,238,9,47,125
FALSE,FALSE,15253,15537,284,9,48,127
FALSE,FALSE,16259,16490,231,9,48,127
FALSE,FALSE,16277,16546,269,9,47,127
FALSE,FALSE,17228,17509,281,9,48,127
FALSE,FALSE,17283,17552,269,9,47,127
FALSE,FALSE,18161,18425,264,9,48,127
FALSE,FALSE,19167,19428,261,9,48,127
FALSE,FALSE,19203,19472,269,9,47,127
FALSE,FALSE,20131,20386,255,9,48,127
FALSE,FALSE,20158,20432,274,9,47,127
FALSE,FALSE,21051,21298,247,9,48,127
FALSE,FALSE,21122,21395,273,9,47,127
FALSE,FALSE,21999,22260,261,9,48,127
FALSE,FALSE,22042,22302,260,9,47,127
FALSE,FALSE,22939,23218,279,9,48,127
FALSE,FALSE,23060,23318,258,9,47,127
FALSE,FALSE,23915,24182,267,9,48,127
FALSE,FALSE,23925,24182,257,9,47,127
FALSE,FALSE,24868,25138,270,9,48,127
FALSE,FALSE,24962,25229,267,9,47,127
FALSE,FALSE,25764,26055,291,9,48,127
FALSE,FALSE,25938,26198,260,9,47,127
FALSE,FALSE,26648,26917,269,9,48,127
FALSE,FALSE,26892,27158,266,9,47,127
FALSE,FALSE,27688,27929,241,9,48,127
FALSE,FALSE,27770,28027,257,9,47,127
FALSE,FALSE,28673,28939,266,9,48,127
FALSE,FALSE,28802,29073,271,9,47,127
FALSE,FALSE,29601,29843,242,9,48,127
FALSE,FALSE,29691,29943,252,9,47,127
FALSE,FALSE,30569,30806,237,9,48,127
FALSE,FALSE,30725,31003,278,9,47,127
FALSE,FALSE,31479,31775,296,9,48,127
FALSE,FALSE,31611,31864,253,9,47,127
FALSE,FALSE,32412,32679,267,9,48,127
FALSE,FALSE,32626,32881,255,9,47,127
FALSE,FALSE,33331,33592,261,9,48,127
FALSE,FALSE,33480,33738,258,9,47,120
FALSE,FALSE,34218,34502,284,9,48,127
FALSE,FALSE,34394,34653,259,9,47,127
FALSE,FALSE,35115,35372,257,9,48,127
FALSE,FALSE,35250,35522,272,9,47,127
FALSE,FALSE,35984,36236,252,9,48,127
FALSE,FALSE,36064,36337,273,9,47,127
FALSE,FALSE,36805,37052,247,9,48,127
FALSE,FALSE,36923,37191,268,9,47,127
FALSE,FALSE,37647,37921,274,9,48,127
FALSE,FALSE,37781,38065,284,9,47,127
FALSE,FALSE,38463,38733,270,9,48,127
FALSE,FALSE,38702,38969,267,9,47,127
FALSE,FALSE,39337,39590,253,9,48,127
FALSE,FALSE,39674,39938,264,9,47,127
FALSE,FALSE,40265,40508,243,9,48,127
FALSE,FALSE,40564,40843,279,9,47,127
FALSE,FALSE,41190,41464,274,9,48,127
FALSE,FALSE,41502,41756,254,9,47,104
FALSE,FALSE,42099,42381,282,9,48,127
FALSE,FALSE,42349,42616,267,9,47,108
FALSE,FALSE,43043,43296,253,9,48,127
FALSE,FALSE,43239,43486,247,9,47,110
FALSE,FALSE,43917,44165,248,9,48,127
FALSE,FALSE,44109,44357,248,9,47,104
FALSE,FALSE,44839,45113,274,9,48,127
FALSE,FALSE,45702,45982,280,9,47,122
FALSE,FALSE,45783,46039,256,9,48,127
FALSE,FALSE,46599,46852,253,9,47,127
FALSE,FALSE,46680,46944,264,9,48,127
FALSE,FALSE,47520,47813,293,9,48,127
FALSE,FALSE,47564,47813,249,9,47,127
FALSE,FALSE,48445,48729,284,9,47,113
FALSE,FALSE,48449,48729,280,9,48,127
FALSE,FALSE,49330,49585,255,9,48,127
FALSE,FALSE,49364,49637,273,9,47,127
FALSE,FALSE,50225,50501,276,9,48,127
FALSE,FALSE,50260,50501,241,9,47,127
FALSE,FALSE,51092,51361,269,9,48,127
FALSE,FALSE,51154,51415,261,9,47,127
FALSE,FALSE,52010,52276,266,9,47,127
FALSE,FALSE,52027,52276,249,9,48,127
FALSE,FALSE,52911,53190,279,9,48,127
FALSE,FALSE,52942,53190,248,9,47,127
FALSE,FALSE,53829,54100,271,9,48,127
FALSE,FALSE,53863,54148,285,9,47,127
FALSE,FALSE,54680,54917,237,9,48,127
FALSE,FALSE,54803,55063,260,9,47,127
FALSE,FALSE,55524,55785,261,9,48,127
FALSE,FALSE,55627,55880,253,9,47,127
FALSE,FALSE,56415,56696,281,9,48,127
FALSE,FALSE,56465,56745,280,9,47,125
FALSE,FALSE,57230,57507,277,9,48,127
FALSE,FALSE,57352,57601,249,9,47,122
FALSE,FALSE,58086,58376,290,9,48,127
FALSE,FALSE,58982,59247,265,9,48,127
FALSE,FALSE,59063,59335,272,9,47,127
FALSE,FALSE,59807,60059,252,9,48,127
FALSE,FALSE,59906,60157,251,9,47,127
FALSE,FALSE,60623,60872,249,9,48,127
FALSE,FALSE,60767,61018,251,9,47,127
FALSE,FALSE,61473,61741,268,9,48,127
FALSE,FALSE,61596,61833,237,9,47,125
FALSE,FALSE,62268,62503,235,9,48,127
FALSE,FALSE,62402,62652,250,9,47,123
FALSE,FALSE,63071,63328,257,9,48,127
FALSE,FALSE,63251,63516,265,9,47,119
FALSE,FALSE,63905,64185,280,9,48,127
FALSE,FALSE,64061,64331,270,9,47,107
FALSE,FALSE,64742,65000,258,9,48,127
FALSE,FALSE,64952,65202,250,9,47,120
FALSE,FALSE,65590,65871,281,9,48,127
FALSE,FALSE,66469,66735,266,9,48,127
FALSE,FALSE,66471,66735,264,9,47,127
FALSE,FALSE,67267,67553,286,9,47,127
FALSE,FALSE,67315,67585,270,9,48,127
FALSE,FALSE,68117,68368,251,9,48,127
FALSE,FALSE,68128,68412,284,9,47,127
FALSE,FALSE,68956,69232,276,9,47,127
FALSE,FALSE,68982,69232,250,9,48,127
FALSE,FALSE,69799,70047,248,9,48,127
FALSE,FALSE,69800,70047,247,9,47,127
FALSE,FALSE,70650,70911,261,9,47,127
FALSE,FALSE,70664,70911,247,9,48,127
FALSE,FALSE,71562,71826,264,9,47,127
FALSE,FALSE,71572,71825,253,9,48,127
FALSE,FALSE,72447,72678,231,9,47,127
FALSE,FALSE,72468,72737,269,9,48,127
FALSE,FALSE,73378,73646,268,9,47,114
FALSE,FALSE,73392,73646,254,9,48,127
FALSE,FALSE,74277,74557,280,9,48,127
FALSE,FALSE,74297,74557,260,9,47,127
FALSE,FALSE,75161,75427,266,9,48,127
FALSE,FALSE,75214,75474,260,9,47,127
FALSE,FALSE,76032,76293,261,9,48,127
FALSE,FALSE,76078,76344,266,9,47,127
FALSE,FALSE,76917,77157,240,9,48,127
FALSE,FALSE,77797,78071,274,9,48,127
FALSE,FALSE,77805,78071,266,9,47,127
FALSE,FALSE,78624,78886,262,9,48,127
FALSE,FALSE,78728,78986,258,9,47,127
FALSE,FALSE,79443,79698,255,9,48,127
FALSE,FALSE,79519,79794,275,9,47,127
FALSE,FALSE,80238,80511,273,9,48,127
FALSE,FALSE,80307,80565,258,9,47,127
FALSE,FALSE,81035,81282,247,9,48,127
FALSE,FALSE,81172,81428,256,9,47,127
FALSE,FALSE,81834,82104,270,9,48,127
FALSE,FALSE,81980,82250,270,9,47,117
FALSE,FALSE,82607,82874,267,9,48,127
FALSE,FALSE,82807,83065,258,9,47,90
FALSE,FALSE,83415,83691,276,9,48,127
FALSE,FALSE,83649,83927,278,9,47,74
FALSE,FALSE,84256,84506,250,9,48,127
FALSE,FALSE,84438,84695,257,9,47,117
FALSE,FALSE,85056,85316,260,9,48,127
FALSE,FALSE,85325,85600,275,9,47,119
FALSE,FALSE,85916,86185,269,9,48,127
FALSE,FALSE,86196,86469,273,9,47,101
FALSE,FALSE,86805,87050,245,9,48,127
FALSE,FALSE,87054,87340,286,9,47,95
FALSE,FALSE,87645,87912,267,9,48,127
FALSE,FALSE,87912,88197,285,9,47,101
