sel ,mut ,s_ppq ,e_ppq ,leng ,chan ,pitch ,vel 
FALSE,FALSE,1846,2113,267,9,47,127
FALSE,FALSE,2754,3023,269,9,47,127
FALSE,FALSE,2782,3082,300,9,48,127
FALSE,FALSE,3741,3986,245,9,48,125
FALSE,FALSE,3741,3986,245,9,47,127
FALSE,FALSE,4643,4898,255,9,47,127
FALSE,FALSE,4679,4956,277,9,48,125
FALSE,FALSE,5634,5902,268,9,48,119
FALSE,FALSE,5635,5902,267,9,47,127
FALSE,FALSE,6591,6865,274,9,48,117
FALSE,FALSE,6594,6865,271,9,47,127
FALSE,FALSE,7582,7864,282,9,47,127
FALSE,FALSE,8543,8792,249,9,47,127
FALSE,FALSE,9459,9737,278,9,48,119
FALSE,FALSE,9525,9795,270,9,47,127
FALSE,FALSE,10402,10673,271,9,48,122
FALSE,FALSE,10418,10673,255,9,47,127
FALSE,FALSE,11342,11637,295,9,47,127
FALSE,FALSE,12315,12584,269,9,48,123
FALSE,FALSE,12321,12584,263,9,47,127
FALSE,FALSE,13340,13610,270,9,47,127
FALSE,FALSE,14260,14515,255,9,48,127
FALSE,FALSE,14329,14613,284,9,47,127
FALSE,FALSE,15295,15577,282,9,47,127
FALSE,FALSE,15310,15577,267,9,48,127
FALSE,FALSE,16244,16513,269,9,47,127
FALSE,FALSE,16246,16513,267,9,48,127
FALSE,FALSE,17195,17450,255,9,48,120
FALSE,FALSE,17294,17539,245,9,47,127
FALSE,FALSE,18207,18505,298,9,48,127
FALSE,FALSE,18234,18505,271,9,47,127
FALSE,FALSE,19155,19411,256,9,48,123
FALSE,FALSE,19232,19510,278,9,47,127
FALSE,FALSE,20147,20415,268,9,48,117
FALSE,FALSE,20155,20416,261,9,47,127
FALSE,FALSE,21105,21384,279,9,48,114
FALSE,FALSE,21124,21384,260,9,47,127
FALSE,FALSE,22034,22288,254,9,48,107
FALSE,FALSE,22071,22352,281,9,47,127
FALSE,FALSE,22973,23200,227,9,48,123
FALSE,FALSE,23065,23314,249,9,47,127
FALSE,FALSE,24037,24315,278,9,47,127
FALSE,FALSE,24975,25276,301,9,47,127
FALSE,FALSE,25927,26188,261,9,48,120
FALSE,FALSE,25944,26224,280,9,47,127
FALSE,FALSE,26901,27151,250,9,48,102
FALSE,FALSE,26923,27191,268,9,47,127
FALSE,FALSE,27882,28155,273,9,48,111
FALSE,FALSE,27892,28155,263,9,47,127
FALSE,FALSE,28801,29063,262,9,47,127
FALSE,FALSE,28932,29219,287,9,48,114
FALSE,FALSE,29797,30066,269,9,47,127
FALSE,FALSE,30685,30936,251,9,48,122
FALSE,FALSE,30735,30997,262,9,47,127
FALSE,FALSE,31649,31901,252,9,47,127
FALSE,FALSE,32547,32808,261,9,48,114
FALSE,FALSE,32592,32870,278,9,47,127
FALSE,FALSE,33507,33775,268,9,48,107
FALSE,FALSE,33517,33775,258,9,47,127
FALSE,FALSE,34461,34743,282,9,47,127
FALSE,FALSE,35355,35592,237,9,48,120
FALSE,FALSE,35395,35684,289,9,47,127
FALSE,FALSE,36307,36553,246,9,47,127
FALSE,FALSE,37243,37522,279,9,48,114
FALSE,FALSE,37288,37579,291,9,47,127
FALSE,FALSE,38180,38489,309,9,47,127
FALSE,FALSE,38212,38489,277,9,48,127
FALSE,FALSE,39127,39395,268,9,47,127
FALSE,FALSE,39130,39395,265,9,48,127
FALSE,FALSE,40053,40365,312,9,47,127
FALSE,FALSE,40970,41212,242,9,48,127
FALSE,FALSE,40999,41270,271,9,47,127
FALSE,FALSE,41881,42138,257,9,48,127
FALSE,FALSE,41881,42138,257,9,47,127
FALSE,FALSE,42795,43044,249,9,48,125
FALSE,FALSE,42808,43084,276,9,47,127
FALSE,FALSE,43745,44013,268,9,47,127
FALSE,FALSE,44590,44860,270,9,48,113
FALSE,FALSE,44667,44916,249,9,47,127
FALSE,FALSE,45485,45787,302,9,48,127
FALSE,FALSE,45562,45826,264,9,47,127
FALSE,FALSE,46455,46734,279,9,47,127
FALSE,FALSE,46473,46733,260,9,48,127
FALSE,FALSE,47335,47602,267,9,48,120
FALSE,FALSE,47409,47660,251,9,47,127
FALSE,FALSE,48280,48506,226,9,47,127
FALSE,FALSE,49125,49376,251,9,48,127
FALSE,FALSE,49193,49477,284,9,47,127
FALSE,FALSE,50033,50284,251,9,48,127
FALSE,FALSE,50083,50347,264,9,47,127
FALSE,FALSE,50909,51162,253,9,48,127
FALSE,FALSE,50965,51195,230,9,47,127
FALSE,FALSE,51813,52068,255,9,48,127
FALSE,FALSE,51867,52122,255,9,47,127
FALSE,FALSE,52741,52978,237,9,48,117
FALSE,FALSE,52781,53027,246,9,47,127
FALSE,FALSE,53673,53940,267,9,47,127
FALSE,FALSE,54542,54810,268,9,48,127
FALSE,FALSE,54615,54852,237,9,47,127
FALSE,FALSE,55520,55778,258,9,48,125
FALSE,FALSE,55531,55814,283,9,47,127
FALSE,FALSE,56434,56683,249,9,48,127
FALSE,FALSE,56453,56724,271,9,47,127
FALSE,FALSE,57385,57652,267,9,48,127
FALSE,FALSE,57398,57685,287,9,47,127
FALSE,FALSE,58300,58557,257,9,48,127
FALSE,FALSE,58309,58599,290,9,47,127
FALSE,FALSE,59197,59467,270,9,48,127
FALSE,FALSE,59220,59468,248,9,47,127
FALSE,FALSE,60094,60372,278,9,48,127
FALSE,FALSE,60115,60372,257,9,47,127
FALSE,FALSE,61006,61300,294,9,48,123
FALSE,FALSE,61030,61300,270,9,47,127
FALSE,FALSE,61941,62210,269,9,48,114
FALSE,FALSE,61976,62247,271,9,47,127
FALSE,FALSE,62846,63118,272,9,48,110
FALSE,FALSE,62864,63118,254,9,47,127
FALSE,FALSE,63770,64023,253,9,48,111
FALSE,FALSE,63806,64083,277,9,47,127
FALSE,FALSE,64735,64989,254,9,47,127
FALSE,FALSE,64739,64989,250,9,48,127
FALSE,FALSE,65621,65894,273,9,48,117
FALSE,FALSE,65696,65955,259,9,47,127
FALSE,FALSE,66564,66802,238,9,48,127
FALSE,FALSE,66573,66802,229,9,47,127
FALSE,FALSE,67402,67672,270,9,48,104
FALSE,FALSE,67466,67734,268,9,47,127
FALSE,FALSE,68296,68541,245,9,48,120
FALSE,FALSE,68318,68582,264,9,47,127
FALSE,FALSE,69165,69418,253,9,47,127
FALSE,FALSE,69990,70266,276,9,48,127
FALSE,FALSE,70046,70324,278,9,47,127
FALSE,FALSE,70859,71138,279,9,48,127
FALSE,FALSE,70901,71194,293,9,47,127
FALSE,FALSE,71751,72007,256,9,47,127
FALSE,FALSE,71764,72041,277,9,48,127
FALSE,FALSE,72570,72822,252,9,48,127
FALSE,FALSE,72642,72912,270,9,47,127
FALSE,FALSE,73519,73790,271,9,47,127
FALSE,FALSE,73522,73790,268,9,48,127
FALSE,FALSE,74376,74638,262,9,48,127
FALSE,FALSE,74452,74727,275,9,47,127
FALSE,FALSE,75317,75606,289,9,48,111
FALSE,FALSE,75354,75654,300,9,47,127
FALSE,FALSE,76229,76477,248,9,48,117
FALSE,FALSE,76298,76566,268,9,47,127
FALSE,FALSE,77142,77438,296,9,48,127
FALSE,FALSE,77211,77479,268,9,47,127
FALSE,FALSE,78030,78286,256,9,48,122
FALSE,FALSE,78090,78349,259,9,47,127
