sel ,mut ,s_ppq ,e_ppq ,leng ,chan ,pitch ,vel 
FALSE,FALSE,315,589,274,9,48,78
FALSE,FALSE,1839,2124,285,9,47,101
FALSE,FALSE,1886,2159,273,9,48,119
FALSE,FALSE,2776,3029,253,9,48,107
FALSE,FALSE,2845,3087,242,9,47,127
FALSE,FALSE,3830,4096,266,9,47,127
FALSE,FALSE,3849,4149,300,9,48,98
FALSE,FALSE,4788,5057,269,9,48,107
FALSE,FALSE,4858,5089,231,9,47,127
FALSE,FALSE,5756,6017,261,9,48,102
FALSE,FALSE,5809,6059,250,9,47,123
FALSE,FALSE,6686,6963,277,9,48,95
FALSE,FALSE,6772,7020,248,9,47,127
FALSE,FALSE,7670,7931,261,9,48,102
FALSE,FALSE,7724,7984,260,9,47,127
FALSE,FALSE,8624,8895,271,9,48,107
FALSE,FALSE,8691,8934,243,9,47,127
FALSE,FALSE,9584,9858,274,9,48,107
FALSE,FALSE,9605,9859,254,9,47,127
FALSE,FALSE,10524,10807,283,9,48,99
FALSE,FALSE,10529,10807,278,9,47,127
FALSE,FALSE,11504,11771,267,9,47,127
FALSE,FALSE,11511,11771,260,9,48,127
FALSE,FALSE,12465,12740,275,9,48,127
FALSE,FALSE,12479,12740,261,9,47,127
FALSE,FALSE,13430,13704,274,9,48,127
FALSE,FALSE,13464,13733,269,9,47,127
FALSE,FALSE,14373,14665,292,9,47,127
FALSE,FALSE,14420,14703,283,9,48,127
FALSE,FALSE,15332,15608,276,9,48,127
FALSE,FALSE,15378,15608,230,9,47,127
FALSE,FALSE,16313,16573,260,9,48,127
FALSE,FALSE,16318,16573,255,9,47,127
FALSE,FALSE,17266,17539,273,9,48,127
FALSE,FALSE,17290,17539,249,9,47,95
FALSE,FALSE,18207,18507,300,9,48,127
FALSE,FALSE,18244,18507,263,9,47,127
FALSE,FALSE,19174,19454,280,9,48,127
FALSE,FALSE,19221,19454,233,9,47,127
FALSE,FALSE,20114,20376,262,9,48,127
FALSE,FALSE,20161,20416,255,9,47,127
FALSE,FALSE,21065,21326,261,9,48,127
FALSE,FALSE,21128,21384,256,9,47,98
FALSE,FALSE,22039,22289,250,9,48,127
FALSE,FALSE,22086,22348,262,9,47,127
FALSE,FALSE,23001,23258,257,9,48,127
FALSE,FALSE,23067,23347,280,9,47,127
FALSE,FALSE,23981,24251,270,9,47,127
FALSE,FALSE,23983,24251,268,9,48,77
FALSE,FALSE,24933,25166,233,9,48,127
FALSE,FALSE,24978,25277,299,9,47,111
FALSE,FALSE,25840,26094,254,9,48,127
FALSE,FALSE,25920,26188,268,9,47,127
FALSE,FALSE,26814,27093,279,9,48,127
FALSE,FALSE,26847,27151,304,9,47,127
FALSE,FALSE,27771,27998,227,9,48,127
FALSE,FALSE,27802,28060,258,9,47,127
FALSE,FALSE,28757,29026,269,9,48,127
FALSE,FALSE,28772,29026,254,9,47,127
FALSE,FALSE,29706,29973,267,9,48,127
FALSE,FALSE,29744,30028,284,9,47,127
FALSE,FALSE,30668,30936,268,9,48,127
FALSE,FALSE,30691,30936,245,9,47,127
FALSE,FALSE,31560,31844,284,9,47,127
FALSE,FALSE,31649,31903,254,9,48,127
FALSE,FALSE,32517,32766,249,9,47,127
FALSE,FALSE,32563,32866,303,9,48,127
FALSE,FALSE,33406,33678,272,9,47,127
FALSE,FALSE,33522,33811,289,9,48,127
FALSE,FALSE,34389,34641,252,9,47,127
FALSE,FALSE,34463,34739,276,9,48,127
FALSE,FALSE,35377,35650,273,9,47,127
FALSE,FALSE,35396,35685,289,9,48,107
FALSE,FALSE,36308,36613,305,9,47,127
FALSE,FALSE,36373,36642,269,9,48,127
FALSE,FALSE,37323,37556,233,9,47,127
FALSE,FALSE,37331,37612,281,9,48,127
FALSE,FALSE,38302,38579,277,9,48,127
FALSE,FALSE,38313,38579,266,9,47,127
FALSE,FALSE,39313,39583,270,9,48,101
FALSE,FALSE,39319,39583,264,9,47,127
FALSE,FALSE,40286,40545,259,9,47,127
FALSE,FALSE,40320,40588,268,9,48,127
FALSE,FALSE,40387,40588,201,9,48,61
FALSE,FALSE,41251,41509,258,9,47,127
FALSE,FALSE,41269,41509,240,9,48,127
FALSE,FALSE,42193,42460,267,9,48,96
FALSE,FALSE,42193,42460,267,9,47,127
FALSE,FALSE,43153,43425,272,9,48,127
FALSE,FALSE,43174,43479,305,9,47,127
FALSE,FALSE,44123,44383,260,9,48,127
FALSE,FALSE,44199,44482,283,9,47,127
FALSE,FALSE,45096,45351,255,9,48,127
FALSE,FALSE,45123,45387,264,9,47,127
FALSE,FALSE,46094,46354,260,9,48,96
FALSE,FALSE,46116,46408,292,9,47,127
FALSE,FALSE,47057,47319,262,9,47,127
FALSE,FALSE,47102,47359,257,9,48,127
FALSE,FALSE,48013,48281,268,9,48,127
FALSE,FALSE,48045,48323,278,9,47,127
FALSE,FALSE,48929,49192,263,9,48,127
FALSE,FALSE,48965,49232,267,9,47,127
FALSE,FALSE,49889,50153,264,9,48,127
FALSE,FALSE,49928,50195,267,9,47,127
FALSE,FALSE,50819,51065,246,9,48,127
FALSE,FALSE,50885,51162,277,9,47,127
FALSE,FALSE,51800,52068,268,9,48,127
FALSE,FALSE,51823,52127,304,9,47,127
FALSE,FALSE,52773,53036,263,9,48,127
FALSE,FALSE,52779,53036,257,9,47,127
FALSE,FALSE,53729,53995,266,9,48,127
FALSE,FALSE,53744,53995,251,9,47,127
FALSE,FALSE,54173,54409,236,9,47,33
FALSE,FALSE,54631,54900,269,9,48,127
FALSE,FALSE,54676,54943,267,9,47,127
FALSE,FALSE,55615,55869,254,9,47,127
FALSE,FALSE,55618,55869,251,9,48,127
FALSE,FALSE,56581,56814,233,9,48,127
FALSE,FALSE,56593,56871,278,9,47,127
FALSE,FALSE,57517,57777,260,9,48,127
FALSE,FALSE,57559,57841,282,9,47,127
FALSE,FALSE,58398,58646,248,9,48,127
FALSE,FALSE,58488,58746,258,9,47,127
FALSE,FALSE,59312,59616,304,9,48,127
FALSE,FALSE,59461,59709,248,9,47,127
FALSE,FALSE,60184,60464,280,9,48,127
FALSE,FALSE,60318,60561,243,9,47,127
FALSE,FALSE,61274,61525,251,9,48,127
FALSE,FALSE,61303,61583,280,9,47,127
FALSE,FALSE,62199,62433,234,9,48,127
FALSE,FALSE,62233,62492,259,9,47,127
FALSE,FALSE,63124,63398,274,9,48,127
FALSE,FALSE,63199,63456,257,9,47,127
FALSE,FALSE,64036,64306,270,9,48,127
FALSE,FALSE,64079,64306,227,9,47,127
FALSE,FALSE,65019,65272,253,9,48,127
FALSE,FALSE,65053,65330,277,9,47,127
FALSE,FALSE,65951,66178,227,9,47,127
FALSE,FALSE,65959,66239,280,9,48,127
FALSE,FALSE,66891,67144,253,9,48,127
FALSE,FALSE,66942,67203,261,9,47,127
FALSE,FALSE,67862,68114,252,9,48,127
FALSE,FALSE,67899,68166,267,9,47,127
FALSE,FALSE,68831,69076,245,9,48,127
FALSE,FALSE,68842,69117,275,9,47,127
FALSE,FALSE,69731,69989,258,9,47,127
FALSE,FALSE,69779,70039,260,9,48,127
FALSE,FALSE,70664,70950,286,9,47,127
FALSE,FALSE,70695,70950,255,9,48,127
FALSE,FALSE,71559,71797,238,9,47,127
FALSE,FALSE,71614,71859,245,9,48,127
FALSE,FALSE,72486,72764,278,9,48,127
FALSE,FALSE,72487,72764,277,9,47,127
FALSE,FALSE,73400,73669,269,9,47,127
FALSE,FALSE,73432,73669,237,9,48,104
FALSE,FALSE,74351,74599,248,9,48,127
FALSE,FALSE,74359,74639,280,9,47,127
FALSE,FALSE,75265,75545,280,9,48,127
FALSE,FALSE,75315,75545,230,9,47,127
FALSE,FALSE,76242,76512,270,9,48,127
FALSE,FALSE,76254,76512,258,9,47,127
FALSE,FALSE,77188,77417,229,9,47,127
FALSE,FALSE,77190,77417,227,9,48,127
FALSE,FALSE,78104,78387,283,9,48,127
FALSE,FALSE,78162,78438,276,9,47,127
FALSE,FALSE,79068,79352,284,9,48,127
FALSE,FALSE,79091,79352,261,9,47,127
FALSE,FALSE,79999,80259,260,9,48,127
FALSE,FALSE,80056,80311,255,9,47,127
FALSE,FALSE,80935,81225,290,9,48,127
FALSE,FALSE,80941,81225,284,9,47,127
FALSE,FALSE,81868,82132,264,9,48,127
FALSE,FALSE,81871,82132,261,9,47,127
FALSE,FALSE,82799,83055,256,9,47,127
FALSE,FALSE,82815,83091,276,9,48,127
FALSE,FALSE,83702,83966,264,9,48,127
FALSE,FALSE,83733,83996,263,9,47,127
FALSE,FALSE,84613,84876,263,9,47,127
FALSE,FALSE,84615,84876,261,9,48,127
FALSE,FALSE,85571,85839,268,9,47,127
FALSE,FALSE,85571,85839,268,9,48,127
FALSE,FALSE,86494,86798,304,9,47,127
FALSE,FALSE,86503,86797,294,9,48,127
FALSE,FALSE,87471,87743,272,9,48,127
FALSE,FALSE,87472,87743,271,9,47,127
FALSE,FALSE,88434,88712,278,9,48,127
FALSE,FALSE,88436,88712,276,9,47,127
FALSE,FALSE,89384,89617,233,9,48,127
FALSE,FALSE,89427,89674,247,9,47,127
FALSE,FALSE,90342,90643,301,9,48,127
FALSE,FALSE,90454,90737,283,9,47,127
FALSE,FALSE,91308,91590,282,9,48,127
FALSE,FALSE,91404,91682,278,9,47,113
FALSE,FALSE,92281,92552,271,9,48,127
