sel ,mut ,s_ppq ,e_ppq ,leng ,chan ,pitch ,vel 
FALSE,FALSE,1982,2532,550,9,48,127
FALSE,FALSE,3894,4449,555,9,48,127
FALSE,FALSE,4851,5445,594,9,47,127
FALSE,FALSE,5742,6269,527,9,48,122
FALSE,FALSE,6774,7339,565,9,47,127
FALSE,FALSE,7632,8194,562,9,48,127
FALSE,FALSE,7691,8194,503,9,48,77
FALSE,FALSE,8675,9193,518,9,47,127
FALSE,FALSE,9590,10130,540,9,48,127
FALSE,FALSE,9644,10130,486,9,48,72
FALSE,FALSE,10615,11086,471,9,47,127
FALSE,FALSE,11543,12067,524,9,48,125
FALSE,FALSE,11603,12067,464,9,48,64
FALSE,FALSE,12474,13009,535,9,47,127
FALSE,FALSE,13366,13876,510,9,48,127
FALSE,FALSE,13462,13876,414,9,48,77
FALSE,FALSE,14351,14832,481,9,47,127
FALSE,FALSE,15314,15815,501,9,48,122
FALSE,FALSE,16231,16754,523,9,47,127
FALSE,FALSE,17142,17737,595,9,48,125
FALSE,FALSE,18200,18756,556,9,47,127
FALSE,FALSE,19072,19629,557,9,48,127
FALSE,FALSE,19117,19629,512,9,48,78
FALSE,FALSE,20076,20612,536,9,47,127
FALSE,FALSE,21034,21566,532,9,48,127
FALSE,FALSE,21079,21566,487,9,48,77
FALSE,FALSE,21970,22505,535,9,47,127
FALSE,FALSE,22960,23490,530,9,48,125
FALSE,FALSE,23008,23490,482,9,48,77
FALSE,FALSE,23887,24431,544,9,47,127
FALSE,FALSE,24933,25492,559,9,48,123
FALSE,FALSE,24989,25492,503,9,48,72
FALSE,FALSE,25858,26365,507,9,47,127
FALSE,FALSE,26952,27498,546,9,48,127
FALSE,FALSE,27053,27498,445,9,48,66
FALSE,FALSE,27855,28373,518,9,47,127
FALSE,FALSE,28836,29358,522,9,48,127
FALSE,FALSE,28892,29358,466,9,48,71
FALSE,FALSE,29752,30307,555,9,47,127
FALSE,FALSE,30836,31363,527,9,48,114
FALSE,FALSE,31726,32224,498,9,47,127
FALSE,FALSE,32973,33485,512,9,48,108
FALSE,FALSE,33874,34421,547,9,47,127
FALSE,FALSE,34871,35403,532,9,48,127
FALSE,FALSE,34949,35403,454,9,48,71
FALSE,FALSE,35801,36360,559,9,47,127
FALSE,FALSE,36683,37217,534,9,48,127
FALSE,FALSE,37623,38170,547,9,47,127
