sel ,mut ,s_ppq ,e_ppq ,leng ,chan ,pitch ,vel 
FALSE,FALSE,441,972,531,9,48,77
FALSE,FALSE,1493,2042,549,9,47,65
FALSE,FALSE,1800,2345,545,9,48,68
FALSE,FALSE,2893,3413,520,9,47,75
FALSE,FALSE,3870,4468,598,9,48,77
FALSE,FALSE,4740,5286,546,9,47,101
FALSE,FALSE,5787,6278,491,9,48,75
FALSE,FALSE,6723,7214,491,9,47,66
FALSE,FALSE,7602,8096,494,9,48,58
FALSE,FALSE,8618,9149,531,9,47,84
FALSE,FALSE,9517,10024,507,9,48,87
FALSE,FALSE,10557,11089,532,9,47,74
FALSE,FALSE,11587,12160,573,9,48,61
FALSE,FALSE,12500,13013,513,9,47,83
FALSE,FALSE,13368,13855,487,9,48,84
FALSE,FALSE,14347,14906,559,9,47,90
FALSE,FALSE,15194,15708,514,9,48,71
FALSE,FALSE,16290,16839,549,9,47,71
FALSE,FALSE,17155,17696,541,9,48,89
FALSE,FALSE,18229,18766,537,9,47,86
FALSE,FALSE,19025,19518,493,9,48,72
FALSE,FALSE,20187,20705,518,9,47,89
FALSE,FALSE,21117,21640,523,9,48,71
FALSE,FALSE,22163,22690,527,9,47,86
FALSE,FALSE,23018,23575,557,9,48,75
FALSE,FALSE,23962,24511,549,9,47,86
FALSE,FALSE,24913,25500,587,9,48,87
FALSE,FALSE,25760,26339,579,9,47,65
FALSE,FALSE,26692,27196,504,9,48,66
FALSE,FALSE,27706,28256,550,9,47,78
FALSE,FALSE,28637,29136,499,9,48,86
FALSE,FALSE,29708,30263,555,9,47,111
FALSE,FALSE,30569,31065,496,9,48,78
FALSE,FALSE,31640,32193,553,9,47,96
FALSE,FALSE,32581,33192,611,9,48,74
FALSE,FALSE,33635,34132,497,9,47,95
FALSE,FALSE,34461,35001,540,9,48,87
FALSE,FALSE,35501,36058,557,9,47,95
FALSE,FALSE,36412,36919,507,9,48,66
FALSE,FALSE,37463,37993,530,9,47,92
FALSE,FALSE,38466,39001,535,9,48,108
FALSE,FALSE,39415,39883,468,9,47,104
FALSE,FALSE,40338,40868,530,9,48,75
FALSE,FALSE,41272,41809,537,9,47,92
FALSE,FALSE,42172,42678,506,9,48,78
FALSE,FALSE,43086,43631,545,9,47,95
FALSE,FALSE,43939,44486,547,9,48,92
FALSE,FALSE,44938,45487,549,9,47,99
FALSE,FALSE,45689,46225,536,9,48,51
FALSE,FALSE,46669,47183,514,9,47,110
FALSE,FALSE,47657,48161,504,9,48,86
FALSE,FALSE,48595,49117,522,9,47,101
FALSE,FALSE,49587,50056,469,9,48,74
FALSE,FALSE,50464,50928,464,9,47,108
FALSE,FALSE,51651,52178,527,9,48,83
FALSE,FALSE,52509,53043,534,9,47,101
FALSE,FALSE,53378,53914,536,9,48,84
FALSE,FALSE,54294,54854,560,9,47,102
FALSE,FALSE,55160,55653,493,9,48,83
FALSE,FALSE,56076,56611,535,9,47,98
FALSE,FALSE,57110,57663,553,9,48,71
FALSE,FALSE,57953,58420,467,9,47,87
FALSE,FALSE,58884,59403,519,9,48,86
FALSE,FALSE,59816,60356,540,9,47,108
FALSE,FALSE,60535,61101,566,9,48,74
FALSE,FALSE,61560,62094,534,9,47,104
FALSE,FALSE,62336,62852,516,9,48,83
FALSE,FALSE,63219,63712,493,9,47,96
FALSE,FALSE,64123,64668,545,9,48,30
FALSE,FALSE,65110,65648,538,9,48,95
FALSE,FALSE,73826,74389,563,9,47,119
FALSE,FALSE,74583,75150,567,9,48,65
FALSE,FALSE,75488,76004,516,9,47,111
FALSE,FALSE,76251,76762,511,9,48,64
FALSE,FALSE,77102,77648,546,9,47,99
FALSE,FALSE,77966,78501,535,9,48,87
FALSE,FALSE,78848,79385,537,9,47,111
FALSE,FALSE,79651,80260,609,9,48,96
FALSE,FALSE,80513,81081,568,9,47,102
FALSE,FALSE,81205,81758,553,9,48,104
FALSE,FALSE,82082,82644,562,9,47,98
FALSE,FALSE,82940,83498,558,9,48,95
FALSE,FALSE,83825,84386,561,9,47,96
FALSE,FALSE,84617,85142,525,9,48,78
FALSE,FALSE,85515,86077,562,9,47,92
FALSE,FALSE,86362,86882,520,9,48,86
FALSE,FALSE,87253,87813,560,9,47,80
FALSE,FALSE,88024,88575,551,9,48,74
FALSE,FALSE,88844,89379,535,9,47,92
FALSE,FALSE,89779,90314,535,9,48,75
FALSE,FALSE,90673,91192,519,9,47,87
FALSE,FALSE,91557,92054,497,9,48,89
FALSE,FALSE,92422,92928,506,9,47,111
FALSE,FALSE,93267,93804,537,9,48,87
FALSE,FALSE,94060,94624,564,9,47,104
FALSE,FALSE,94907,95426,519,9,48,78
