sel ,mut ,s_ppq ,e_ppq ,leng ,chan ,pitch ,vel 
FALSE,FALSE,1946,2202,256,9,47,125
FALSE,FALSE,1980,2236,256,9,48,95
FALSE,FALSE,2955,3206,251,9,47,111
FALSE,FALSE,2986,3264,278,9,48,96
FALSE,FALSE,3837,4111,274,9,47,107
FALSE,FALSE,3919,4168,249,9,48,75
FALSE,FALSE,4788,5038,250,9,47,125
FALSE,FALSE,4810,5078,268,9,48,110
FALSE,FALSE,5760,5982,222,9,48,83
FALSE,FALSE,5791,6041,250,9,47,110
FALSE,FALSE,6685,6950,265,9,47,119
FALSE,FALSE,6701,6950,249,9,48,123
FALSE,FALSE,7721,7954,233,9,47,99
FALSE,FALSE,7745,8015,270,9,48,87
FALSE,FALSE,8578,8885,307,9,48,127
FALSE,FALSE,8726,8979,253,9,47,114
FALSE,FALSE,9618,9887,269,9,48,90
FALSE,FALSE,9634,9915,281,9,47,102
FALSE,FALSE,10532,10791,259,9,48,123
FALSE,FALSE,10620,10881,261,9,47,114
FALSE,FALSE,11560,11788,228,9,47,108
FALSE,FALSE,11567,11849,282,9,48,92
FALSE,FALSE,12501,12755,254,9,47,83
FALSE,FALSE,12534,12813,279,9,48,127
FALSE,FALSE,13450,13724,274,9,47,119
FALSE,FALSE,13482,13780,298,9,48,95
FALSE,FALSE,14406,14685,279,9,48,127
FALSE,FALSE,14455,14728,273,9,47,108
FALSE,FALSE,15393,15655,262,9,47,104
FALSE,FALSE,15469,15753,284,9,48,83
FALSE,FALSE,16329,16600,271,9,48,127
FALSE,FALSE,16380,16657,277,9,47,125
FALSE,FALSE,17293,17562,269,9,47,99
FALSE,FALSE,17384,17653,269,9,48,90
FALSE,FALSE,18246,18475,229,9,48,127
FALSE,FALSE,18287,18564,277,9,47,99
FALSE,FALSE,19166,19436,270,9,47,104
FALSE,FALSE,19247,19525,278,9,48,114
FALSE,FALSE,20141,20405,264,9,48,127
FALSE,FALSE,20217,20495,278,9,47,107
FALSE,FALSE,21105,21364,259,9,48,110
FALSE,FALSE,21107,21364,257,9,47,111
FALSE,FALSE,22022,22269,247,9,47,111
FALSE,FALSE,22083,22309,226,9,48,127
FALSE,FALSE,23010,23273,263,9,47,123
FALSE,FALSE,23046,23273,227,9,48,127
FALSE,FALSE,23998,24298,300,9,47,127
FALSE,FALSE,24039,24298,259,9,48,127
FALSE,FALSE,24939,25207,268,9,47,111
FALSE,FALSE,24939,25207,268,9,48,102
FALSE,FALSE,25920,26173,253,9,47,127
FALSE,FALSE,25948,26210,262,9,48,127
FALSE,FALSE,26850,27120,270,9,47,127
FALSE,FALSE,26908,27176,268,9,48,127
FALSE,FALSE,27809,28082,273,9,48,127
FALSE,FALSE,27815,28082,267,9,47,108
FALSE,FALSE,28796,29049,253,9,48,123
FALSE,FALSE,28802,29081,279,9,47,127
FALSE,FALSE,29754,30018,264,9,48,127
FALSE,FALSE,29777,30045,268,9,47,113
FALSE,FALSE,30673,30954,281,9,47,113
FALSE,FALSE,30746,31011,265,9,48,127
FALSE,FALSE,31645,31917,272,9,47,127
FALSE,FALSE,31649,31917,268,9,48,127
FALSE,FALSE,32600,32829,229,9,47,127
FALSE,FALSE,32646,32943,297,9,48,127
