sel ,mut ,s_ppq ,e_ppq ,leng ,chan ,pitch ,vel 
FALSE,FALSE,1939,2496,557,9,48,110
FALSE,FALSE,2975,3480,505,9,47,127
FALSE,FALSE,3870,4436,566,9,48,86
FALSE,FALSE,4760,5297,537,9,47,127
FALSE,FALSE,5826,6366,540,9,48,92
FALSE,FALSE,6736,7303,567,9,47,127
FALSE,FALSE,7651,8181,530,9,48,104
FALSE,FALSE,8582,9121,539,9,47,127
FALSE,FALSE,9635,10173,538,9,48,84
FALSE,FALSE,10607,11172,565,9,47,127
FALSE,FALSE,11533,11984,451,9,48,83
FALSE,FALSE,12498,13054,556,9,47,127
FALSE,FALSE,13455,13919,464,9,48,84
FALSE,FALSE,14418,14916,498,9,47,127
FALSE,FALSE,15479,15970,491,9,48,77
FALSE,FALSE,16366,16928,562,9,47,102
FALSE,FALSE,17328,17865,537,9,48,89
FALSE,FALSE,18225,18738,513,9,47,99
FALSE,FALSE,19206,19716,510,9,48,75
FALSE,FALSE,20142,20653,511,9,47,87
FALSE,FALSE,21141,21609,468,9,48,52
FALSE,FALSE,22078,22594,516,9,47,127
FALSE,FALSE,23030,23534,504,9,48,89
FALSE,FALSE,24021,24515,494,9,47,127
FALSE,FALSE,24983,25537,554,9,48,113
FALSE,FALSE,25944,26409,465,9,47,127
FALSE,FALSE,26919,27458,539,9,48,90
FALSE,FALSE,27847,28343,496,9,47,127
FALSE,FALSE,28842,29397,555,9,48,84
FALSE,FALSE,29772,30267,495,9,47,127
FALSE,FALSE,30691,31207,516,9,48,92
FALSE,FALSE,31648,32207,559,9,47,127
FALSE,FALSE,32581,33141,560,9,48,68
FALSE,FALSE,33506,34018,512,9,47,127
FALSE,FALSE,34560,35077,517,9,48,114
FALSE,FALSE,35479,36023,544,9,47,127
FALSE,FALSE,36460,37005,545,9,48,95
FALSE,FALSE,37371,37842,471,9,47,127
FALSE,FALSE,38334,38897,563,9,48,84
FALSE,FALSE,39212,39771,559,9,47,127
FALSE,FALSE,40239,40753,514,9,48,96
FALSE,FALSE,41141,41688,547,9,47,127
FALSE,FALSE,42041,42567,526,9,48,96
FALSE,FALSE,42954,43504,550,9,47,127
FALSE,FALSE,43905,44497,592,9,48,78
FALSE,FALSE,44845,45331,486,9,47,127
FALSE,FALSE,45815,46312,497,9,48,99
FALSE,FALSE,46736,47248,512,9,47,127
FALSE,FALSE,47750,48248,498,9,48,102
FALSE,FALSE,48694,49300,606,9,47,127
FALSE,FALSE,49693,50253,560,9,48,111
FALSE,FALSE,50652,51189,537,9,47,107
FALSE,FALSE,51623,52188,565,9,48,96
FALSE,FALSE,52558,53129,571,9,47,127
FALSE,FALSE,53490,53999,509,9,48,113
FALSE,FALSE,54472,54940,468,9,47,127
FALSE,FALSE,55407,55938,531,9,48,113
FALSE,FALSE,56367,56876,509,9,47,107
FALSE,FALSE,57279,57810,531,9,48,102
FALSE,FALSE,58269,58799,530,9,47,127
