sel ,mut ,s_ppq ,e_ppq ,leng ,chan ,pitch ,vel 
FALSE,FALSE,1953,2476,523,9,48,117
FALSE,FALSE,2881,3424,543,9,47,127
FALSE,FALSE,3891,4405,514,9,48,111
FALSE,FALSE,4779,5285,506,9,47,87
FALSE,FALSE,5809,6337,528,9,48,102
FALSE,FALSE,6634,7169,535,9,47,78
FALSE,FALSE,7691,8228,537,9,48,98
FALSE,FALSE,8551,9086,535,9,47,80
FALSE,FALSE,9645,10156,511,9,48,90
FALSE,FALSE,10501,11037,536,9,47,127
FALSE,FALSE,11561,12089,528,9,48,84
FALSE,FALSE,12430,12952,522,9,47,77
FALSE,FALSE,13474,14027,553,9,48,87
FALSE,FALSE,14302,14837,535,9,47,90
FALSE,FALSE,15336,15953,617,9,48,87
FALSE,FALSE,16264,16774,510,9,47,77
FALSE,FALSE,17299,17827,528,9,48,90
FALSE,FALSE,18181,18713,532,9,47,84
FALSE,FALSE,19178,19652,474,9,48,96
FALSE,FALSE,20110,20638,528,9,47,127
FALSE,FALSE,21153,21700,547,9,48,104
FALSE,FALSE,22047,22571,524,9,47,78
FALSE,FALSE,23018,23510,492,9,48,99
FALSE,FALSE,23906,24464,558,9,47,92
FALSE,FALSE,24940,25448,508,9,48,102
FALSE,FALSE,25830,26319,489,9,47,87
FALSE,FALSE,26877,27371,494,9,48,102
FALSE,FALSE,27766,28306,540,9,47,83
FALSE,FALSE,28804,29264,460,9,48,89
FALSE,FALSE,29594,30129,535,9,47,87
FALSE,FALSE,30699,31199,500,9,48,102
FALSE,FALSE,31600,32135,535,9,47,87
FALSE,FALSE,32563,33011,448,9,48,111
FALSE,FALSE,33456,33992,536,9,47,74
FALSE,FALSE,34521,35064,543,9,48,89
FALSE,FALSE,35317,35880,563,9,47,58
FALSE,FALSE,36364,36874,510,9,48,96
FALSE,FALSE,37246,37736,490,9,47,95
FALSE,FALSE,38198,38809,611,9,48,101
FALSE,FALSE,39137,39625,488,9,47,74
FALSE,FALSE,40071,40616,545,9,48,102
FALSE,FALSE,40962,41488,526,9,47,84
FALSE,FALSE,41907,42434,527,9,48,95
FALSE,FALSE,42790,43298,508,9,47,120
FALSE,FALSE,43819,44368,549,9,48,99
FALSE,FALSE,44750,45304,554,9,47,84
FALSE,FALSE,45687,46178,491,9,48,78
FALSE,FALSE,46669,47240,571,9,47,80
FALSE,FALSE,47524,47998,474,9,48,99
FALSE,FALSE,48445,48982,537,9,47,78
FALSE,FALSE,49378,49925,547,9,48,96
FALSE,FALSE,50280,50791,511,9,47,127
FALSE,FALSE,51305,51844,539,9,48,84
FALSE,FALSE,52180,52729,549,9,47,74
FALSE,FALSE,53127,53668,541,9,48,74
FALSE,FALSE,54028,54540,512,9,47,127
FALSE,FALSE,55014,55493,479,9,48,104
FALSE,FALSE,55853,56347,494,9,47,120
FALSE,FALSE,56863,57419,556,9,48,95
FALSE,FALSE,57760,58282,522,9,47,127
FALSE,FALSE,58705,59239,534,9,48,95
FALSE,FALSE,59684,60222,538,9,47,123
FALSE,FALSE,60611,61158,547,9,48,101
FALSE,FALSE,61527,62032,505,9,47,108
FALSE,FALSE,62451,62967,516,9,48,87
FALSE,FALSE,63411,63967,556,9,47,127
FALSE,FALSE,64285,64841,556,9,48,83
FALSE,FALSE,65260,65778,518,9,47,68
FALSE,FALSE,66160,66731,571,9,48,104
FALSE,FALSE,67076,67588,512,9,47,74
FALSE,FALSE,67971,68587,616,9,48,96
FALSE,FALSE,68954,69406,452,9,47,127
FALSE,FALSE,69852,70394,542,9,48,99
FALSE,FALSE,70743,71265,522,9,47,127
FALSE,FALSE,71695,72215,520,9,48,98
FALSE,FALSE,72596,73151,555,9,47,90
FALSE,FALSE,73641,74146,505,9,48,108
FALSE,FALSE,74543,75082,539,9,47,72
FALSE,FALSE,75424,75959,535,9,48,101
FALSE,FALSE,76313,76819,506,9,47,74
FALSE,FALSE,77342,77877,535,9,48,89
FALSE,FALSE,78222,78761,539,9,47,127
FALSE,FALSE,79138,79630,492,9,48,89
FALSE,FALSE,79992,80454,462,9,47,74
FALSE,FALSE,80937,81443,506,9,48,108
FALSE,FALSE,81830,82380,550,9,47,127
FALSE,FALSE,82757,83266,509,9,48,101
FALSE,FALSE,83672,84202,530,9,47,127
FALSE,FALSE,84627,85191,564,9,48,75
FALSE,FALSE,85544,86054,510,9,47,71
FALSE,FALSE,86464,87009,545,9,48,101
FALSE,FALSE,87328,87863,535,9,47,74
FALSE,FALSE,88302,88821,519,9,48,107
FALSE,FALSE,89130,89689,559,9,47,80
FALSE,FALSE,90060,90557,497,9,48,96
FALSE,FALSE,90956,91500,544,9,47,99
FALSE,FALSE,91838,92370,532,9,48,90
FALSE,FALSE,92732,93257,525,9,47,84
FALSE,FALSE,93737,94194,457,9,48,101
