sel ,mut ,s_ppq ,e_ppq ,leng ,chan ,pitch ,vel 
FALSE,FALSE,2059,2586,527,9,48,16
FALSE,FALSE,4727,5284,557,9,48,72
FALSE,FALSE,6723,7270,547,9,47,42
FALSE,FALSE,7660,8262,602,9,48,96
FALSE,FALSE,8551,9136,585,9,47,74
FALSE,FALSE,9688,10156,468,9,48,42
FALSE,FALSE,10578,11137,559,9,47,71
FALSE,FALSE,11593,12087,494,9,48,54
FALSE,FALSE,12563,13073,510,9,47,65
FALSE,FALSE,13500,14028,528,9,48,66
FALSE,FALSE,14443,14963,520,9,47,49
FALSE,FALSE,15400,15954,554,9,48,43
FALSE,FALSE,16341,16888,547,9,47,78
FALSE,FALSE,17370,17869,499,9,48,64
FALSE,FALSE,18253,18826,573,9,47,65
FALSE,FALSE,19329,19878,549,9,48,57
FALSE,FALSE,20187,20752,565,9,47,52
FALSE,FALSE,21212,21813,601,9,48,54
FALSE,FALSE,22059,22573,514,9,47,51
FALSE,FALSE,23056,23508,452,9,48,46
FALSE,FALSE,23933,24501,568,9,47,52
FALSE,FALSE,24934,25446,512,9,48,65
FALSE,FALSE,25826,26320,494,9,47,58
FALSE,FALSE,27041,27569,528,9,48,80
FALSE,FALSE,28878,29379,501,9,48,49
FALSE,FALSE,29640,30136,496,9,47,99
FALSE,FALSE,30788,31315,527,9,48,52
FALSE,FALSE,31678,32180,502,9,47,90
FALSE,FALSE,32706,33242,536,9,48,15
FALSE,FALSE,34313,34862,549,9,47,42
FALSE,FALSE,35287,35802,515,9,48,42
FALSE,FALSE,36345,36874,529,9,47,64
FALSE,FALSE,37332,37851,519,9,48,104
FALSE,FALSE,38332,38867,535,9,47,95
FALSE,FALSE,39391,39937,546,9,48,87
FALSE,FALSE,40387,40918,531,9,47,66
FALSE,FALSE,41286,41787,501,9,48,95
FALSE,FALSE,42218,42735,517,9,47,66
FALSE,FALSE,43236,43806,570,9,48,78
FALSE,FALSE,44128,44663,535,9,47,65
FALSE,FALSE,45170,45732,562,9,48,80
FALSE,FALSE,46134,46669,535,9,47,84
FALSE,FALSE,47028,47550,522,9,48,75
FALSE,FALSE,48063,48603,540,9,47,64
FALSE,FALSE,49113,49656,543,9,48,84
FALSE,FALSE,50032,50611,579,9,47,72
FALSE,FALSE,51127,51662,535,9,48,64
FALSE,FALSE,52002,52529,527,9,47,77
FALSE,FALSE,53049,53600,551,9,48,64
FALSE,FALSE,53910,54464,554,9,47,77
FALSE,FALSE,54897,55408,511,9,48,86
FALSE,FALSE,55765,56274,509,9,47,68
FALSE,FALSE,56836,57348,512,9,48,80
FALSE,FALSE,57728,58284,556,9,47,75
FALSE,FALSE,58755,59274,519,9,48,78
FALSE,FALSE,59642,60135,493,9,47,57
FALSE,FALSE,60623,61161,538,9,48,80
FALSE,FALSE,61600,62144,544,9,47,80
FALSE,FALSE,62585,63081,496,9,48,83
FALSE,FALSE,63598,64153,555,9,47,55
FALSE,FALSE,64504,65018,514,9,48,90
FALSE,FALSE,65389,65892,503,9,47,98
FALSE,FALSE,66423,66954,531,9,48,78
FALSE,FALSE,67221,67819,598,9,47,96
