sel ,mut ,s_ppq ,e_ppq ,leng ,chan ,pitch ,vel 
FALSE,FALSE,1867,2129,262,9,48,86
FALSE,FALSE,2795,3073,278,9,47,84
FALSE,FALSE,2804,3073,269,9,48,95
FALSE,FALSE,3775,4043,268,9,47,74
FALSE,FALSE,3792,4043,251,9,48,72
FALSE,FALSE,4681,4949,268,9,48,89
FALSE,FALSE,4741,5006,265,9,47,66
FALSE,FALSE,5710,5965,255,9,48,83
FALSE,FALSE,5715,5965,250,9,47,66
FALSE,FALSE,6668,6919,251,9,47,72
FALSE,FALSE,6673,6919,246,9,48,71
FALSE,FALSE,7664,7936,272,9,47,75
FALSE,FALSE,7664,7936,272,9,48,80
FALSE,FALSE,8564,8845,281,9,48,68
FALSE,FALSE,8580,8845,265,9,47,65
FALSE,FALSE,9581,9848,267,9,47,77
FALSE,FALSE,9591,9848,257,9,48,89
FALSE,FALSE,10512,10773,261,9,48,61
FALSE,FALSE,10517,10773,256,9,47,71
FALSE,FALSE,11454,11721,267,9,47,72
FALSE,FALSE,11520,11777,257,9,48,96
FALSE,FALSE,12389,12647,258,9,48,66
FALSE,FALSE,12432,12686,254,9,47,71
FALSE,FALSE,13415,13691,276,9,47,74
FALSE,FALSE,13417,13691,274,9,48,68
FALSE,FALSE,14289,14561,272,9,48,71
FALSE,FALSE,14307,14561,254,9,47,74
FALSE,FALSE,15267,15525,258,9,48,80
FALSE,FALSE,15298,15565,267,9,47,77
FALSE,FALSE,16203,16484,281,9,48,75
FALSE,FALSE,16268,16532,264,9,47,71
FALSE,FALSE,17227,17494,267,9,48,68
FALSE,FALSE,17228,17494,266,9,47,46
FALSE,FALSE,18118,18407,289,9,48,78
FALSE,FALSE,18136,18407,271,9,47,83
FALSE,FALSE,19081,19366,285,9,48,86
FALSE,FALSE,19166,19418,252,9,47,51
FALSE,FALSE,19991,20271,280,9,48,90
FALSE,FALSE,20017,20271,254,9,47,64
FALSE,FALSE,21057,21332,275,9,47,71
FALSE,FALSE,21083,21332,249,9,48,66
FALSE,FALSE,21979,22242,263,9,47,66
FALSE,FALSE,22021,22295,274,9,48,77
FALSE,FALSE,23045,23304,259,9,47,65
FALSE,FALSE,23052,23304,252,9,48,64
FALSE,FALSE,23984,24267,283,9,47,74
FALSE,FALSE,23992,24267,275,9,48,80
FALSE,FALSE,24968,25226,258,9,47,68
FALSE,FALSE,24992,25266,274,9,48,71
FALSE,FALSE,25882,26140,258,9,47,42
FALSE,FALSE,25925,26188,263,9,48,77
FALSE,FALSE,26883,27140,257,9,48,89
FALSE,FALSE,26923,27192,269,9,47,57
FALSE,FALSE,27816,28105,289,9,47,75
FALSE,FALSE,27865,28161,296,9,48,84
FALSE,FALSE,28797,29066,269,9,47,72
FALSE,FALSE,28814,29066,252,9,48,57
FALSE,FALSE,29735,30035,300,9,48,72
FALSE,FALSE,29745,30035,290,9,47,71
FALSE,FALSE,30707,30980,273,9,48,74
