sel ,mut ,s_ppq ,e_ppq ,leng ,chan ,pitch ,vel 
FALSE,FALSE,1028,1291,263,9,47,127
FALSE,FALSE,1960,2238,278,9,47,127
FALSE,FALSE,1980,2238,258,9,48,127
FALSE,FALSE,2899,3165,266,9,48,127
FALSE,FALSE,2960,3264,304,9,47,127
FALSE,FALSE,3895,4169,274,9,48,127
FALSE,FALSE,3919,4169,250,9,47,127
FALSE,FALSE,4871,5128,257,9,48,127
FALSE,FALSE,4877,5128,251,9,47,127
FALSE,FALSE,5793,6075,282,9,47,127
FALSE,FALSE,5801,6075,274,9,48,127
FALSE,FALSE,6743,7002,259,9,48,127
FALSE,FALSE,6750,7002,252,9,47,127
FALSE,FALSE,7666,7948,282,9,48,127
FALSE,FALSE,8575,8875,300,9,48,127
FALSE,FALSE,8578,8875,297,9,47,127
FALSE,FALSE,9559,9820,261,9,48,127
FALSE,FALSE,9610,9878,268,9,47,127
FALSE,FALSE,10564,10848,284,9,48,127
FALSE,FALSE,10579,10848,269,9,47,127
FALSE,FALSE,11562,11788,226,9,48,127
FALSE,FALSE,11571,11852,281,9,47,127
FALSE,FALSE,12484,12756,272,9,47,127
FALSE,FALSE,12498,12756,258,9,48,127
FALSE,FALSE,13432,13683,251,9,48,127
FALSE,FALSE,13454,13723,269,9,47,127
FALSE,FALSE,14373,14630,257,9,48,127
FALSE,FALSE,14421,14687,266,9,47,127
FALSE,FALSE,15340,15598,258,9,48,127
FALSE,FALSE,15399,15647,248,9,47,127
FALSE,FALSE,16313,16593,280,9,48,127
FALSE,FALSE,16323,16593,270,9,47,127
FALSE,FALSE,17227,17529,302,9,48,127
FALSE,FALSE,17309,17561,252,9,47,127
FALSE,FALSE,17383,17561,178,9,47,77
FALSE,FALSE,18207,18466,259,9,48,127
FALSE,FALSE,18239,18466,227,9,47,127
FALSE,FALSE,19166,19433,267,9,48,127
FALSE,FALSE,19232,19491,259,9,47,127
FALSE,FALSE,20125,20397,272,9,48,127
FALSE,FALSE,20203,20437,234,9,47,127
FALSE,FALSE,20242,20437,195,9,47,74
FALSE,FALSE,21102,21364,262,9,48,127
FALSE,FALSE,21194,21462,268,9,47,127
FALSE,FALSE,21237,21462,225,9,47,80
FALSE,FALSE,22067,22309,242,9,48,127
FALSE,FALSE,22108,22369,261,9,47,127
FALSE,FALSE,23022,23273,251,9,48,127
FALSE,FALSE,23076,23334,258,9,47,127
FALSE,FALSE,24003,24300,297,9,48,127
FALSE,FALSE,24029,24300,271,9,47,127
FALSE,FALSE,24962,25237,275,9,48,127
FALSE,FALSE,24976,25237,261,9,47,127
FALSE,FALSE,25857,26115,258,9,48,127
